job_title,location,industry,employment_type,tone,salary_min,salary_max,currency,keywords,benefits,summary,created_at,status,uuid
Cloud Security Specialist,"New York City, United States",Cybersecurity,Full-time,corporate,199516,399032,USD,"security, cloud, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Security Specialist in New York City, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,a9fe6b7b-1e34-41e6-b64f-24e9b15b0f8f
Compliance Officer,"New York City, United States",Legal & Compliance,Full-time,corporate,147266,294532,USD,"compliance, legal, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Compliance Officer in New York City, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,2c4e90f5-f9b7-4b38-9317-ffafa1ee5436
Corporate Social Responsibility Manager,"New York City, United States",Corporate Social Responsibility,Full-time,corporate,176464,352929,USD,"csr, sustainability, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Corporate Social Responsibility Manager in New York City, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,f43984f8-86e9-4692-8001-ac68f0d53c55
Customer Experience Designer,"New York City, United States",Customer Experience,Full-time,corporate,151360,302720,USD,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in New York City, United States with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,7b8bf76e-4bbe-4b13-82cf-dd0f2a811aac
Cybersecurity Analyst,"New York City, United States",Cybersecurity,Full-time,corporate,176346,352692,USD,"security, cybersecurity, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cybersecurity Analyst in New York City, United States with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,976e3e58-fda1-4728-be49-d13e45341eed
Data Governance Specialist,"New York City, United States",Data Management,Full-time,corporate,181103,362206,USD,"data, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Data Governance Specialist in New York City, United States with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,30a2bfb3-2232-4354-b2ac-73b5de3adc2b
Data Privacy Officer,"New York City, United States",Data Management,Full-time,corporate,178581,357162,USD,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in New York City, United States with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,15f9d384-62a4-4e2c-b888-c68500228df9
Digital Content Manager,"New York City, United States",Marketing,Full-time,corporate,130432,260864,USD,"content, digital, marketing","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Content Manager in New York City, United States with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,0af39333-2553-4306-b6e3-53317696e03f
Digital Transformation Consultant,"New York City, United States",Digital Consulting,Full-time,corporate,175880,351761,USD,"digital, consulting, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Transformation Consultant in New York City, United States with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,dad69a6a-5363-4871-8ed4-07f5ca3d73b7
Diversity and Inclusion Specialist,"New York City, United States",Human Resources,Full-time,corporate,149452,298905,USD,"hr, diversity, inclusion","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Diversity and Inclusion Specialist in New York City, United States with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,18b06f5a-3ec4-4f06-8a1f-3b1bec289bbb
E-commerce Specialist,"New York City, United States",E-commerce,Full-time,corporate,171451,342902,USD,"ecommerce, digital, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced E-commerce Specialist in New York City, United States with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,ebb8e469-4ecd-472e-bae6-f39fad95bb17
AI Governance Specialist,"Philadelphia, United States",Artificial Intelligence,Full-time,corporate,150570,301142,USD,"ai, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Governance Specialist in Philadelphia, United States with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,192c7c2c-d40c-40aa-9b31-391ec1743e72
AI Product Manager,"Philadelphia, United States",Artificial Intelligence,Full-time,corporate,182434,364868,USD,"ai, product, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Product Manager in Philadelphia, United States with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,955552d7-c566-486e-92e5-7ebbf241ede4
AI Trainer,"Philadelphia, United States",Artificial Intelligence,Full-time,corporate,154190,308380,USD,"ai, training, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Trainer in Philadelphia, United States with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,419423aa-37b3-4727-b119-8a373ffe00b0
Carbon Emissions Analyst,"Philadelphia, United States",Environmental Services,Full-time,corporate,123155,246311,USD,"sustainability, environment, analytics","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Carbon Emissions Analyst in Philadelphia, United States with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,4eacb220-ba7c-4b40-85fd-68b0b9d26284
Climate Change Analyst,"Philadelphia, United States",Environmental Services,Full-time,corporate,123429,246858,USD,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Philadelphia, United States with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,43e59c11-e82f-4d0f-bc41-9dd6ca21d44b
Cloud Architect,"Philadelphia, United States",Information Technology,Full-time,corporate,157294,314589,USD,"cloud, architecture, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cloud Architect in Philadelphia, United States with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,014334b9-275c-467a-8d1a-b16f12ffc71e
Cloud Security Specialist,"Philadelphia, United States",Cybersecurity,Full-time,corporate,156457,312915,USD,"security, cloud, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Security Specialist in Philadelphia, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,a3474ca3-d77c-4993-8aa2-45dfd6afcb8c
Compliance Officer,"Philadelphia, United States",Legal & Compliance,Full-time,corporate,125812,251624,USD,"compliance, legal, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Compliance Officer in Philadelphia, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,a82edad1-0cc1-4cb9-a4d2-ea6c937a6257
Corporate Social Responsibility Manager,"Philadelphia, United States",Corporate Social Responsibility,Full-time,corporate,148122,296244,USD,"csr, sustainability, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Corporate Social Responsibility Manager in Philadelphia, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,a6f1a1ac-156d-4134-82d7-626ccacbbcf3
Customer Experience Designer,"Philadelphia, United States",Customer Experience,Full-time,corporate,101504,203009,USD,"customer, design, experience","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Customer Experience Designer in Philadelphia, United States with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,61bd9fad-ff79-4bbc-8b03-79da3c195ff5
Cybersecurity Analyst,"Philadelphia, United States",Cybersecurity,Full-time,corporate,157620,315241,USD,"security, cybersecurity, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cybersecurity Analyst in Philadelphia, United States with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,0896053b-3566-4d1b-9cef-5443961e52c8
Data Governance Specialist,"Philadelphia, United States",Data Management,Full-time,corporate,122632,245265,USD,"data, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Governance Specialist in Philadelphia, United States with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,f820fcd5-ca44-4f9f-82ab-f36dd25c9bce
Data Privacy Officer,"Philadelphia, United States",Data Management,Full-time,corporate,153763,307526,USD,"data, privacy, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Data Privacy Officer in Philadelphia, United States with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,97744a49-4c78-41a7-b1ef-cbd54be0b3e3
Digital Content Manager,"Philadelphia, United States",Marketing,Full-time,corporate,107702,215405,USD,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Philadelphia, United States with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,631cc686-11c2-4f27-a599-b2261216fa6a
Digital Transformation Consultant,"Philadelphia, United States",Digital Consulting,Full-time,corporate,145922,291845,USD,"digital, consulting, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Transformation Consultant in Philadelphia, United States with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,21d888b6-e65e-4c71-bdeb-d6494cdd7fc4
Diversity and Inclusion Specialist,"Philadelphia, United States",Human Resources,Full-time,corporate,105142,210285,USD,"hr, diversity, inclusion","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Diversity and Inclusion Specialist in Philadelphia, United States with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,8817c376-02ba-4b39-928f-da71fa5187fc
E-commerce Specialist,"Philadelphia, United States",E-commerce,Full-time,corporate,121991,243983,USD,"ecommerce, digital, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced E-commerce Specialist in Philadelphia, United States with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,c0104e6e-d2ba-442b-9930-9f6e13976435
AI Governance Specialist,"Miami, United States",Artificial Intelligence,Full-time,corporate,142301,284604,USD,"ai, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Governance Specialist in Miami, United States with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,f15d13a1-2e4c-48ea-af0d-38e3e81ea920
AI Product Manager,"Miami, United States",Artificial Intelligence,Full-time,corporate,142617,285235,USD,"ai, product, management","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced AI Product Manager in Miami, United States with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,507d6dab-7892-4ce9-8017-da0518c48829
AI Trainer,"Miami, United States",Artificial Intelligence,Full-time,corporate,124797,249594,USD,"ai, training, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Trainer in Miami, United States with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,10189268-0ecd-465e-8402-1279682762b8
Carbon Emissions Analyst,"Miami, United States",Environmental Services,Full-time,corporate,98054,196109,USD,"sustainability, environment, analytics","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Carbon Emissions Analyst in Miami, United States with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,4882c144-fd91-4001-bcaa-de7eb22b68d5
Climate Change Analyst,"Miami, United States",Environmental Services,Full-time,corporate,110348,220697,USD,"environment, climate, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Climate Change Analyst in Miami, United States with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,41a98a76-0ece-4fce-924a-32411cc4eecb
Cloud Architect,"Miami, United States",Information Technology,Full-time,corporate,131322,262644,USD,"cloud, architecture, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Architect in Miami, United States with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,c7b14f68-2ce5-4fa7-a344-b8e8e7ca6e76
Cloud Security Specialist,"Miami, United States",Cybersecurity,Full-time,corporate,127496,254993,USD,"security, cloud, technology","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Cloud Security Specialist in Miami, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,e3bf2216-8582-4909-997d-92fd2e30261d
Compliance Officer,"Miami, United States",Legal & Compliance,Full-time,corporate,115048,230097,USD,"compliance, legal, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Compliance Officer in Miami, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,0379fbd8-bbab-4162-a5ed-770edd26da1f
Corporate Social Responsibility Manager,"Miami, United States",Corporate Social Responsibility,Full-time,corporate,127411,254824,USD,"csr, sustainability, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Corporate Social Responsibility Manager in Miami, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,abe05fff-e7a4-4fa6-8735-a8932f97bd81
Customer Experience Designer,"Miami, United States",Customer Experience,Full-time,corporate,95173,190348,USD,"customer, design, experience","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Customer Experience Designer in Miami, United States with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,e3dacb29-f52a-4670-99d8-d45a0154a284
Cybersecurity Analyst,"Miami, United States",Cybersecurity,Full-time,corporate,136466,272933,USD,"security, cybersecurity, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cybersecurity Analyst in Miami, United States with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,44bcf80d-5c1b-4501-8440-fddbe54e1344
Data Governance Specialist,"Miami, United States",Data Management,Full-time,corporate,119502,239006,USD,"data, governance, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Data Governance Specialist in Miami, United States with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,930390ed-1e25-411f-847e-1090bc9bdaa3
Data Privacy Officer,"Miami, United States",Data Management,Full-time,corporate,125639,251280,USD,"data, privacy, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Privacy Officer in Miami, United States with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,c596e0ca-0350-4044-a2e9-3e50739786b8
Digital Content Manager,"Miami, United States",Marketing,Full-time,corporate,96669,193338,USD,"content, digital, marketing","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Content Manager in Miami, United States with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,15e72bbc-e25d-437e-ac16-33e272e9ee01
Digital Transformation Consultant,"Miami, United States",Digital Consulting,Full-time,corporate,143717,287435,USD,"digital, consulting, business","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Digital Transformation Consultant in Miami, United States with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,0f2fb305-129f-486b-a9b0-bfdfb6a16585
Diversity and Inclusion Specialist,"Miami, United States",Human Resources,Full-time,corporate,95303,190607,USD,"hr, diversity, inclusion","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Diversity and Inclusion Specialist in Miami, United States with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,9dd292a6-c52f-434a-a34b-4dd625d2c39b
E-commerce Specialist,"Miami, United States",E-commerce,Full-time,corporate,115982,231964,USD,"ecommerce, digital, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced E-commerce Specialist in Miami, United States with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,2cecf969-399d-4d95-bc97-d9a1182a5af9
AI Governance Specialist,"Grand Rapids, United States",Artificial Intelligence,Full-time,corporate,126539,253079,USD,"ai, governance, compliance","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Governance Specialist in Grand Rapids, United States with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,97b582fb-316a-4696-a9fa-d1db78752dc5
AI Product Manager,"Grand Rapids, United States",Artificial Intelligence,Full-time,corporate,141331,282663,USD,"ai, product, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Product Manager in Grand Rapids, United States with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,505c96dc-03b3-480a-8e9b-2a00d5c30eac
AI Trainer,"Grand Rapids, United States",Artificial Intelligence,Full-time,corporate,109657,219314,USD,"ai, training, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Trainer in Grand Rapids, United States with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,bb997aae-6125-488b-a27c-2923e9cdcc3a
Carbon Emissions Analyst,"Grand Rapids, United States",Environmental Services,Full-time,corporate,94254,188508,USD,"sustainability, environment, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Carbon Emissions Analyst in Grand Rapids, United States with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,e9b22f32-7523-4ac4-be93-a8886d140f35
Climate Change Analyst,"Grand Rapids, United States",Environmental Services,Full-time,corporate,83410,166821,USD,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Grand Rapids, United States with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,e41811ee-b9bb-4a0a-81bb-a03de0a0819f
Cloud Architect,"Grand Rapids, United States",Information Technology,Full-time,corporate,131917,263835,USD,"cloud, architecture, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Architect in Grand Rapids, United States with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,7fa87fbe-3c3b-47af-9fdf-98e223d5d836
Cloud Security Specialist,"Grand Rapids, United States",Cybersecurity,Full-time,corporate,106640,213280,USD,"security, cloud, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Security Specialist in Grand Rapids, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,7a5d8a9f-66d9-4b23-b3ea-bc8d1e08fe7b
Compliance Officer,"Grand Rapids, United States",Legal & Compliance,Full-time,corporate,96926,193852,USD,"compliance, legal, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Compliance Officer in Grand Rapids, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,5e11d513-aa12-4c07-96be-87ac10a95e78
Corporate Social Responsibility Manager,"Grand Rapids, United States",Corporate Social Responsibility,Full-time,corporate,104631,209262,USD,"csr, sustainability, management","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Corporate Social Responsibility Manager in Grand Rapids, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,27132e0f-7fc9-4a34-8d13-bacda90c8d3c
Customer Experience Designer,"Grand Rapids, United States",Customer Experience,Full-time,corporate,83858,167716,USD,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Grand Rapids, United States with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,9ed670a8-bb6d-4e0e-9fb4-cc0b7c1c08bf
Cybersecurity Analyst,"Grand Rapids, United States",Cybersecurity,Full-time,corporate,107370,214741,USD,"security, cybersecurity, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cybersecurity Analyst in Grand Rapids, United States with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,598877d6-0268-47ad-9b6b-59b08b779528
Data Governance Specialist,"Grand Rapids, United States",Data Management,Full-time,corporate,104809,209619,USD,"data, governance, compliance","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Data Governance Specialist in Grand Rapids, United States with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,a0ea11d0-5366-4326-83ef-e3763ddd6dd1
Data Privacy Officer,"Grand Rapids, United States",Data Management,Full-time,corporate,118451,236903,USD,"data, privacy, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Data Privacy Officer in Grand Rapids, United States with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,08667ac3-f261-4f67-9b15-4b3c9a1f9233
Digital Content Manager,"Grand Rapids, United States",Marketing,Full-time,corporate,84594,169189,USD,"content, digital, marketing","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Digital Content Manager in Grand Rapids, United States with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,ae0ef295-28d3-4071-b297-ca5f6d98a567
Digital Transformation Consultant,"Grand Rapids, United States",Digital Consulting,Full-time,corporate,110116,220233,USD,"digital, consulting, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Digital Transformation Consultant in Grand Rapids, United States with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,a5653b12-6419-4935-acf2-e3e7129123a2
Diversity and Inclusion Specialist,"Grand Rapids, United States",Human Resources,Full-time,corporate,95636,191272,USD,"hr, diversity, inclusion","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Diversity and Inclusion Specialist in Grand Rapids, United States with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,3ffb9696-2a9f-4390-924b-c74250c5343e
E-commerce Specialist,"Grand Rapids, United States",E-commerce,Full-time,corporate,101530,203061,USD,"ecommerce, digital, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced E-commerce Specialist in Grand Rapids, United States with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,0bde75a8-250a-43ab-bf38-2f8da2075a90
AI Governance Specialist,"Richmond, United States",Artificial Intelligence,Full-time,corporate,125634,251269,USD,"ai, governance, compliance","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Governance Specialist in Richmond, United States with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,9d05f590-55e9-42a9-a1d9-e0b1ff053b3d
AI Product Manager,"Richmond, United States",Artificial Intelligence,Full-time,corporate,157059,314118,USD,"ai, product, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Product Manager in Richmond, United States with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,74b9b5ce-1b9e-45c8-817d-0e40137600fd
AI Trainer,"Richmond, United States",Artificial Intelligence,Full-time,corporate,122257,244514,USD,"ai, training, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Trainer in Richmond, United States with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,eb18bffe-00fa-4542-9a1e-dff7de8f9f11
Carbon Emissions Analyst,"Richmond, United States",Environmental Services,Full-time,corporate,89964,179929,USD,"sustainability, environment, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Carbon Emissions Analyst in Richmond, United States with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,cb8366d8-2e93-45d7-bed1-994ed9b28b4d
Climate Change Analyst,"Richmond, United States",Environmental Services,Full-time,corporate,97914,195828,USD,"environment, climate, analytics","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Climate Change Analyst in Richmond, United States with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,8c0256d4-057c-4b85-95f8-c11a858d1b0a
Cloud Architect,"Richmond, United States",Information Technology,Full-time,corporate,140104,280208,USD,"cloud, architecture, technology","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Cloud Architect in Richmond, United States with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,6f594782-8901-4718-ae2f-3f50aadc77a8
Cloud Security Specialist,"Richmond, United States",Cybersecurity,Full-time,corporate,123517,247034,USD,"security, cloud, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Security Specialist in Richmond, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,d935b8b6-7dfb-47fd-8c99-bb417d33650e
Compliance Officer,"Richmond, United States",Legal & Compliance,Full-time,corporate,108938,217877,USD,"compliance, legal, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Compliance Officer in Richmond, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,17397b7a-68df-4b9e-85f0-43a62cb3b8a1
Corporate Social Responsibility Manager,"Richmond, United States",Corporate Social Responsibility,Full-time,corporate,117639,235279,USD,"csr, sustainability, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Corporate Social Responsibility Manager in Richmond, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,eca5efc0-2570-4ab7-b009-b647d260a5ef
Customer Experience Designer,"Richmond, United States",Customer Experience,Full-time,corporate,99176,198352,USD,"customer, design, experience","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Customer Experience Designer in Richmond, United States with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,7f3dd7fa-6f4d-404a-a0ec-e5a7cd11ae34
